ymd,h,m,v
20180122,17,15,76.8
20180122,17,20,76.8
20180122,17,25,78.72
20180122,17,30,88.32
20180122,17,35,89.28
20180122,17,40,89.28
20180122,17,45,87.36
20180122,17,50,87.36
20180122,17,55,87.36
20180122,18,0,89.28
20180122,18,5,88.32
20180122,18,10,89.28
20180122,18,15,88.32
20180122,18,20,89.28
20180122,18,25,88.32
20180122,18,30,86.4
20180122,18,35,88.32
20180122,18,40,88.32
20180122,18,45,86.4
20180122,18,50,84.48
20180122,18,55,72.96
20180122,19,0,71.04
20180122,19,5,70.08
20180122,19,10,69.12
20180122,19,15,69.12
20180122,19,20,70.08
20180122,19,25,70.08
20180122,19,30,70.08
20180122,19,35,70.08
20180122,19,40,71.04
20180122,19,45,72
20180122,19,50,71.04
20180122,19,55,72
20180122,20,0,71.04
20180122,20,5,71.04
20180122,20,10,71.04
20180122,20,15,72
20180122,20,20,71.04
20180122,20,25,71.04
20180122,20,30,72
20180122,20,35,71.04
20180122,20,40,72
20180122,20,45,71.04
20180122,20,50,72
20180122,20,55,72.96
20180122,21,0,71.04
20180122,21,5,72.96
20180122,21,10,72
20180122,21,15,72
20180122,21,20,71.04
20180122,21,25,71.04
20180122,21,30,70.08
20180122,21,35,71.04
20180122,21,40,78.72
20180122,21,45,77.76
20180122,21,50,78.72
20180122,21,55,79.68
20180122,22,0,78.72
20180122,22,5,75.84
20180122,22,10,50.88
20180122,22,15,49.92
20180122,22,20,50.88
20180122,22,25,50.88
20180122,22,30,68.16
20180122,22,35,78.72
20180122,22,40,78.72
20180122,22,45,79.68
20180122,22,50,78.72
20180122,22,55,80.64
20180122,23,0,80.64
20180122,23,5,79.68
20180122,23,10,80.64
20180122,23,15,79.68
20180122,23,20,79.68
20180122,23,25,82.56
20180122,23,30,80.64
20180122,23,35,80.64
20180122,23,40,81.6
20180122,23,45,80.64
20180122,23,50,80.64
20180122,23,55,81.6
20180123,0,0,74.88
20180123,0,5,59.52
20180123,0,10,58.56
20180123,0,15,82.56
20180123,0,20,86.4
20180123,0,25,89.28
20180123,0,30,88.32
20180123,0,35,89.28
20180123,0,40,89.28
20180123,0,45,89.28
20180123,0,50,89.28
20180123,0,55,89.28
20180123,1,0,96.96
20180123,1,5,97.92
20180123,1,10,98.88
20180123,1,15,97.92
20180123,1,20,97.92
20180123,1,25,98.88
20180123,1,30,96.96
20180123,1,35,97.92
20180123,1,40,98.88
20180123,1,45,98.88
20180123,1,50,98.88
20180123,1,55,105.6
20180123,2,0,105.6
20180123,2,5,105.6
20180123,2,10,108.48
20180123,2,15,106.56
20180123,2,20,106.56
20180123,2,25,105.6
20180123,2,30,108.48
20180123,2,35,110.4
20180123,2,40,110.4
20180123,2,45,110.4
20180123,2,50,114.24
20180123,2,55,122.88
20180123,3,0,123.84
20180123,3,5,155.52
20180123,3,10,155.52
20180123,3,15,154.56
20180123,3,20,154.56
20180123,3,25,155.52
20180123,3,30,155.52
20180123,3,35,156.48
20180123,3,40,127.68
20180123,3,45,79.68
20180123,3,50,73.92
20180123,3,55,64.32
20180123,4,0,63.36
20180123,4,5,64.32
20180123,4,10,64.32
20180123,4,15,63.36
20180123,4,20,64.32
20180123,4,25,64.32
20180123,4,30,63.36
20180123,4,35,64.32
20180123,4,40,64.32
20180123,4,45,63.36
20180123,4,50,65.28
20180123,4,55,65.28
20180123,5,0,64.32
20180123,5,5,66.24
20180123,5,10,66.24
20180123,5,15,67.2
20180123,5,20,68.16
20180123,5,25,68.16
20180123,5,30,67.2
20180123,5,35,68.16
20180123,5,40,68.16
20180123,5,45,73.92
20180123,5,50,82.56
20180123,5,55,91.2
20180123,6,0,96
20180123,6,5,98.88
20180123,6,10,97.92
20180123,6,15,96.96
20180123,6,20,104.64
20180123,6,25,120
20180123,6,30,120
20180123,6,35,123.84
20180123,6,40,128.64
20180123,6,45,159.36
20180123,6,50,201.6
20180123,6,55,142.08
20180123,7,0,173.76
20180123,7,5,178.56
20180123,7,10,179.52
20180123,7,15,185.28
20180123,7,20,190.08
20180123,7,25,259.2
20180123,7,30,280.32
20180123,7,35,290.88
20180123,7,40,468.48
20180123,7,45,339.84
20180123,7,50,345.6
20180123,7,55,356.16
20180123,8,0,361.92
20180123,8,5,361.92
20180123,8,10,414.72
20180123,8,15,257.28
20180123,8,20,209.28
20180123,8,25,201.6
20180123,8,30,252.48
20180123,8,35,410.88
20180123,8,40,363.84
20180123,8,45,317.76
20180123,8,50,375.36
20180123,8,55,378.24
20180123,9,0,396.48
20180123,9,5,409.92
20180123,9,10,365.76
20180123,9,15,363.84
20180123,9,20,361.92
20180123,9,25,441.6
20180123,9,30,509.76
20180123,9,35,509.76
20180123,9,40,518.4
20180123,9,45,437.76
20180123,9,50,463.68
20180123,9,55,354.24
20180123,10,0,348.48
20180123,10,5,395.52
20180123,10,10,510.72
20180123,10,15,476.16
20180123,10,20,517.44
20180123,10,25,520.32
20180123,10,30,504.96
20180123,10,35,511.68
20180123,10,40,400.32
20180123,10,45,379.2
20180123,10,50,511.68
20180123,10,55,521.28
20180123,11,0,506.88
20180123,11,5,513.6
20180123,11,10,517.44
20180123,11,15,491.52
20180123,11,20,346.56
20180123,11,25,350.4
20180123,11,30,486.72
20180123,11,35,501.12
20180123,11,40,457.92
20180123,11,45,504
20180123,11,50,505.92
20180123,11,55,513.6
20180123,12,0,506.88
20180123,12,5,369.6
20180123,12,10,354.24
20180123,12,15,444.48
20180123,12,20,505.92
20180123,12,25,515.52
20180123,12,30,507.84
20180123,12,35,511.68
20180123,12,40,402.24
20180123,12,45,344.64
20180123,12,50,475.2
20180123,12,55,496.32
20180123,13,0,480
20180123,13,5,523.2
20180123,13,10,520.32
20180123,13,15,466.56
20180123,13,20,333.12
20180123,13,25,287.04
20180123,13,30,229.44
20180123,13,35,243.84
20180123,13,40,487.68
20180123,13,45,505.92
20180123,13,50,509.76
20180123,13,55,513.6
20180123,14,0,504.96
20180123,14,5,373.44
20180123,14,10,354.24
20180123,14,15,497.28
20180123,14,20,500.16
20180123,14,25,469.44
20180123,14,30,507.84
20180123,14,35,510.72
20180123,14,40,516.48
20180123,14,45,504.96
20180123,14,50,476.16
20180123,14,55,352.32
20180123,15,0,450.24
20180123,15,5,506.88
20180123,15,10,511.68
20180123,15,15,505.92
20180123,15,20,513.6
20180123,15,25,377.28
20180123,15,30,342.72
20180123,15,35,459.84
20180123,15,40,511.68
20180123,15,45,476.16
20180123,15,50,497.28
20180123,15,55,503.04
20180123,16,0,502.08
20180123,16,5,479.04
20180123,16,10,340.8
20180123,16,15,396.48
20180123,16,20,496.32
20180123,16,25,516.48
20180123,16,30,504
20180123,16,35,515.52
20180123,16,40,402.24
20180123,16,45,347.52
20180123,16,50,474.24
20180123,16,55,509.76
20180123,17,0,504.96
20180123,17,5,499.2
20180123,17,10,497.28
20180123,17,15,504
20180123,17,20,516.48
20180123,17,25,439.68
20180123,17,30,342.72
20180123,17,35,367.68
20180123,17,40,441.6
20180123,17,45,498.24
20180123,17,50,513.6
20180123,17,55,432
20180123,18,0,352.32
20180123,18,5,338.88
20180123,18,10,398.4
20180123,18,15,471.36
20180123,18,20,505.92
20180123,18,25,492.48
20180123,18,30,499.2
20180123,18,35,513.6
20180123,18,40,512.64
20180123,18,45,423.36
20180123,18,50,355.2
20180123,18,55,437.76
20180123,19,0,482.88
20180123,19,5,506.88
20180123,19,10,504.96
20180123,19,15,504.96
20180123,19,20,385.92
20180123,19,25,334.08
20180123,19,30,362.88
20180123,19,35,482.88
20180123,19,40,458.88
20180123,19,45,488.64
20180123,19,50,501.12
20180123,19,55,503.04
20180123,20,0,484.8
20180123,20,5,343.68
20180123,20,10,432
20180123,20,15,479.04
20180123,20,20,501.12
20180123,20,25,505.92
20180123,20,30,499.2
20180123,20,35,504
20180123,20,40,336.96
20180123,20,45,378.24
20180123,20,50,463.68
20180123,20,55,491.52
20180123,21,0,479.04
20180123,21,5,499.2
20180123,21,10,504
20180123,21,15,497.28
20180123,21,20,417.6
20180123,21,25,369.6
20180123,21,30,468.48
20180123,21,35,496.32
20180123,21,40,501.12
20180123,21,45,500.16
20180123,21,50,460.8
20180123,21,55,331.2
20180123,22,0,354.24
20180123,22,5,448.32
20180123,22,10,497.28
20180123,22,15,492.48
20180123,22,20,501.12
20180123,22,25,500.16
20180123,22,30,493.44
20180123,22,35,338.88
20180123,22,40,426.24
20180123,22,45,479.04
20180123,22,50,497.28
20180123,22,55,503.04
20180123,23,0,503.04
20180123,23,5,499.2
20180123,23,10,399.36
20180123,23,15,331.2
20180123,23,20,432.96
20180123,23,25,464.64
20180123,23,30,465.6
20180123,23,35,438.72
20180123,23,40,476.16
20180123,23,45,499.2
20180123,23,50,498.24
20180123,23,55,381.12
20180124,0,0,346.56
20180124,0,5,401.28
20180124,0,10,499.2
20180124,0,15,500.16
20180124,0,20,501.12
20180124,0,25,502.08
20180124,0,30,341.76
20180124,0,35,374.4
20180124,0,40,336
20180124,0,45,349.44
20180124,0,50,480
20180124,0,55,507.84
20180124,1,0,494.4
20180124,1,5,493.44
20180124,1,10,505.92
20180124,1,15,504
20180124,1,20,425.28
20180124,1,25,366.72
20180124,1,30,473.28
20180124,1,35,499.2
20180124,1,40,506.88
20180124,1,45,504.96
20180124,1,50,504
20180124,1,55,465.6
20180124,2,0,332.16
20180124,2,5,386.88
20180124,2,10,457.92
20180124,2,15,492.48
20180124,2,20,501.12
20180124,2,25,504
20180124,2,30,493.44
20180124,2,35,503.04
20180124,2,40,417.6
20180124,2,45,354.24
20180124,2,50,473.28
20180124,2,55,494.4
20180124,3,0,501.12
20180124,3,5,503.04
20180124,3,10,504
20180124,3,15,389.76
20180124,3,20,332.16
20180124,3,25,353.28
20180124,3,30,438.72
20180124,3,35,487.68
20180124,3,40,491.52
20180124,3,45,500.16
20180124,3,50,503.04
20180124,3,55,500.16
20180124,4,0,388.8
20180124,4,5,366.72
20180124,4,10,485.76
20180124,4,15,498.24
20180124,4,20,496.32
20180124,4,25,500.16
20180124,4,30,498.24
20180124,4,35,374.4
20180124,4,40,367.68
20180124,4,45,329.28
20180124,4,50,367.68
20180124,4,55,489.6
20180124,5,0,493.44
20180124,5,5,497.28
20180124,5,10,494.4
20180124,5,15,504
20180124,5,20,361.92
20180124,5,25,343.68
20180124,5,30,431.04
20180124,5,35,481.92
20180124,5,40,497.28
20180124,5,45,506.88
20180124,5,50,504
20180124,5,55,506.88
20180124,6,0,415.68
20180124,6,5,339.84
20180124,6,10,364.8
20180124,6,15,371.52
20180124,6,20,491.52
20180124,6,25,501.12
20180124,6,30,484.8
20180124,6,35,504
20180124,6,40,507.84
20180124,6,45,439.68
20180124,6,50,349.44
20180124,6,55,442.56
20180124,7,0,492.48
20180124,7,5,511.68
20180124,7,10,512.64
20180124,7,15,509.76
20180124,7,20,458.88
20180124,7,25,350.4
20180124,7,30,344.64
20180124,7,35,480.96
20180124,7,40,512.64
20180124,7,45,513.6
20180124,7,50,508.8
20180124,7,55,515.52
20180124,8,0,515.52
20180124,8,5,516.48
20180124,8,10,380.16
20180124,8,15,415.68
20180124,8,30,511.68
20180124,8,35,518.4
20180124,8,40,412.8
20180124,8,45,347.52
20180124,8,50,360.96
20180124,8,55,242.88
20180124,9,0,73.92
20180124,9,5,67.2
20180124,9,10,65.28
20180124,9,15,61.44
20180124,9,20,60.48
20180124,9,25,60.48
20180124,9,30,53.76
20180124,9,35,53.76
20180124,9,40,52.8
20180124,9,45,51.84
20180124,9,50,52.8
20180124,9,55,53.76
20180124,10,0,53.76
20180124,10,5,66.24
20180124,10,10,67.2
20180124,10,15,69.12
20180124,10,20,74.88
20180124,10,25,74.88
20180124,10,30,73.92
20180124,10,35,74.88
20180124,10,40,74.88
20180124,10,45,73.92
20180124,10,50,73.92
20180124,10,55,78.72
20180124,11,0,78.72
20180124,11,5,80.64
20180124,11,10,80.64
20180124,11,15,80.64
20180124,11,20,80.64
20180124,11,25,82.56
20180124,11,30,284.16
20180124,11,35,431.04
20180124,11,40,487.68
20180124,11,45,502.08
20180124,11,50,500.16
20180124,11,55,462.72
20180124,12,0,356.16
20180124,12,5,438.72
20180124,12,10,382.08
20180124,12,15,371.52
20180124,12,20,355.2
20180124,12,25,454.08
20180124,12,30,504
20180124,12,35,516.48
20180124,12,40,447.36
20180124,12,45,362.88
20180124,12,50,453.12
20180124,12,55,363.84
20180124,13,0,343.68
20180124,13,5,451.2
20180124,13,10,509.76
20180124,13,15,480.96
20180124,13,20,519.36
20180124,13,25,519.36
20180124,13,30,505.92
20180124,13,35,459.84
20180124,13,40,369.6
20180124,13,45,486.72
20180124,13,50,517.44
20180124,13,55,524.16
20180124,14,0,505.92
20180124,14,5,511.68
20180124,14,10,522.24
20180124,14,15,366.72
20180124,14,20,388.8
20180124,14,25,511.68
20180124,14,30,495.36
20180124,14,35,519.36
20180124,14,40,517.44
20180124,14,45,504.96
20180124,14,50,430.08
20180124,14,55,375.36
20180124,15,0,458.88
20180124,15,5,508.8
20180124,15,10,516.48
20180124,15,15,503.04
20180124,15,20,514.56
20180124,15,25,505.92
20180124,15,30,350.4
20180124,15,35,456
20180124,15,40,511.68
20180124,15,45,504.96
20180124,15,50,513.6
20180124,15,55,512.64
20180124,16,0,502.08
20180124,16,5,509.76
20180124,16,10,434.88
20180124,16,15,379.2
20180124,16,20,451.2
20180124,16,25,505.92
20180124,16,30,504.96
20180124,16,35,510.72
20180124,16,40,385.92
20180124,16,45,345.6
20180124,16,50,362.88
20180124,16,55,471.36
20180124,17,0,503.04
20180124,17,5,485.76
20180124,17,10,511.68
20180124,17,15,505.92
20180124,17,20,506.88
20180124,17,25,410.88
20180124,17,30,374.4
20180124,17,35,487.68
20180124,17,40,528.96
20180124,17,45,504.96
20180124,17,50,364.8
20180124,17,55,351.36
20180124,18,0,354.24
20180124,18,5,501.12
20180124,18,10,517.44
20180124,18,15,503.04
20180124,18,20,490.56
20180124,18,25,510.72
20180124,18,30,497.28
20180124,18,35,507.84
20180124,18,40,440.64
20180124,18,45,362.88
20180124,18,50,456
20180124,18,55,497.28
20180124,19,0,499.2
20180124,19,5,485.76
20180124,19,10,350.4
20180124,19,15,341.76
20180124,19,20,340.8
20180124,19,25,469.44
20180124,19,30,498.24
20180124,19,35,497.28
20180124,19,40,501.12
20180124,19,45,498.24
20180124,19,50,500.16
20180124,19,55,487.68
20180124,20,0,335.04
20180124,20,5,459.84
20180124,20,10,501.12
20180124,20,15,503.04
20180124,20,20,495.36
20180124,20,25,491.52
20180124,20,30,407.04
20180124,20,35,326.4
20180124,20,40,450.24
20180124,20,45,489.6
20180124,20,50,496.32
20180124,20,55,505.92
20180124,21,0,502.08
20180124,21,5,500.16
20180124,21,10,501.12
20180124,21,15,357.12
20180124,21,20,431.04
20180124,21,25,500.16
20180124,21,30,500.16
20180124,21,35,497.28
20180124,21,40,476.16
20180124,21,45,340.8
20180124,21,50,333.12
20180124,21,55,475.2
20180124,22,0,479.04
20180124,22,5,485.76
20180124,22,10,504
20180124,22,15,504
20180124,22,20,492.48
20180124,22,25,345.6
20180124,22,30,433.92
20180124,22,35,499.2
20180124,22,40,505.92
20180124,22,45,498.24
20180124,22,50,496.32
20180124,22,55,503.04
20180124,23,0,442.56
20180124,23,5,346.56
20180124,23,10,463.68
20180124,23,15,482.88
20180124,23,20,480
20180124,23,25,500.16
20180124,23,30,492.48
20180124,23,35,494.4
20180124,23,40,345.6
20180124,23,45,409.92
20180124,23,50,451.2
20180124,23,55,472.32
20180125,0,0,470.4
20180125,0,5,473.28
20180125,0,10,491.52
20180125,0,15,400.32
20180125,0,20,337.92
20180125,0,25,362.88
20180125,0,30,332.16
20180125,0,35,433.92
20180125,0,40,480.96
20180125,0,45,490.56
20180125,0,50,493.44
20180125,0,55,503.04
20180125,1,0,379.2
20180125,1,5,373.44
20180125,1,10,341.76
20180125,1,15,433.92
20180125,1,20,463.68
20180125,1,25,499.2
20180125,1,30,501.12
20180125,1,35,502.08
20180125,1,40,483.84
20180125,1,45,329.28
20180125,1,50,402.24
20180125,1,55,469.44
20180125,2,0,497.28
20180125,2,5,496.32
20180125,2,10,502.08
20180125,2,15,497.28
20180125,2,20,465.6
20180125,2,25,343.68
20180125,2,30,463.68
20180125,2,35,500.16
20180125,2,40,499.2
20180125,2,45,500.16
20180125,2,50,504
20180125,2,55,448.32
20180125,3,0,323.52
20180125,3,5,396.48
20180125,3,10,456.96
20180125,3,15,477.12
20180125,3,20,492.48
20180125,3,25,499.2
20180125,3,30,497.28
20180125,3,35,489.6
20180125,3,40,363.84
20180125,3,45,343.68
20180125,3,50,451.2
20180125,3,55,494.4
20180125,4,0,496.32
20180125,4,5,501.12
20180125,4,10,502.08
20180125,4,15,377.28
20180125,4,20,388.8
20180125,4,25,325.44
20180125,4,30,453.12
20180125,4,35,497.28
20180125,4,40,497.28
20180125,4,45,488.64
20180125,4,50,497.28
20180125,4,55,500.16
20180125,5,0,401.28
20180125,5,5,374.4
20180125,5,10,458.88
20180125,5,15,491.52
20180125,5,20,500.16
20180125,5,25,504
20180125,5,30,492.48
20180125,5,35,385.92
20180125,5,40,341.76
20180125,5,45,327.36
20180125,5,50,435.84
20180125,5,55,491.52
20180125,6,0,497.28
20180125,6,5,499.2
20180125,6,10,502.08
20180125,6,15,496.32
20180125,6,20,393.6
20180125,6,25,346.56
20180125,6,30,402.24
20180125,6,35,480
20180125,6,40,502.08
20180125,6,45,501.12
20180125,6,50,502.08
20180125,6,55,402.24
20180125,7,0,330.24
20180125,7,5,406.08
20180125,7,10,469.44
20180125,7,15,503.04
20180125,7,20,487.68
20180125,7,25,495.36
20180125,7,30,504
20180125,7,35,469.44
20180125,7,40,353.28
20180125,7,45,440.64
20180125,7,50,507.84
20180125,7,55,508.8
20180125,8,0,504.96
20180125,8,5,513.6
20180125,8,10,453.12
20180125,8,15,365.76
20180125,8,20,409.92
20180125,8,25,515.52
20180125,8,30,513.6
20180125,8,35,519.36
20180125,8,40,519.36
20180125,8,45,516.48
20180125,8,50,516.48
20180125,8,55,486.72
20180125,9,0,367.68
20180125,9,5,418.56
20180125,9,10,506.88
20180125,9,15,507.84
20180125,9,20,513.6
20180125,9,25,478.08
20180125,9,30,350.4
20180125,9,35,390.72
20180125,9,40,511.68
20180125,9,45,504
20180125,9,50,513.6
20180125,9,55,518.4
20180125,10,0,504.96
20180125,10,5,512.64
20180125,10,10,367.68
20180125,10,15,435.84
20180125,10,20,491.52
20180125,10,25,518.4
20180125,10,30,507.84
20180125,10,35,512.64
20180125,10,40,483.84
20180125,10,45,342.72
20180125,10,50,463.68
20180125,10,55,519.36
20180125,11,0,498.24
20180125,11,5,516.48
20180125,11,10,519.36
20180125,11,15,510.72
20180125,11,20,510.72
20180125,11,25,371.52
20180125,11,30,424.32
20180125,11,35,464.64
20180125,11,40,506.88
20180125,11,45,503.04
20180125,11,50,430.08
20180125,11,55,336.96
20180125,12,0,472.32
20180125,12,5,490.56
20180125,12,10,493.44
20180125,12,15,495.36
20180125,12,20,504
20180125,12,25,498.24
20180125,12,30,494.4
20180125,12,35,509.76
20180125,12,40,350.4
20180125,12,45,450.24
20180125,12,50,503.04
20180125,12,55,512.64
20180125,13,0,504
20180125,13,5,433.92
20180125,13,10,338.88
20180125,13,15,422.4
20180125,13,20,508.8
20180125,13,25,512.64
20180125,13,30,487.68
20180125,13,35,515.52
20180125,13,40,516.48
20180125,13,45,508.8
20180125,13,50,458.88
20180125,13,55,364.8
20180125,14,0,480.96
20180125,14,5,508.8
20180125,14,10,514.56
20180125,14,15,505.92
20180125,14,20,504
20180125,14,25,353.28
20180125,14,30,337.92
20180125,14,35,455.04
20180125,14,40,506.88
20180125,14,45,497.28
20180125,14,50,515.52
20180125,14,55,517.44
20180125,15,0,505.92
20180125,15,5,511.68
20180125,15,10,398.4
20180125,15,15,379.2
20180125,15,20,508.8
20180125,15,25,515.52
20180125,15,30,504.96
20180125,15,35,510.72
20180125,15,40,509.76
20180125,15,45,336
20180125,15,50,478.08
20180125,15,55,493.44
20180125,16,0,468.48
20180125,16,5,506.88
20180125,16,10,498.24
20180125,16,15,504.96
20180125,16,20,507.84
20180125,16,25,461.76
20180125,16,30,359.04
20180125,16,35,505.92
20180125,16,40,524.16
20180125,16,45,505.92
20180125,16,50,509.76
20180125,16,55,458.88
20180125,17,0,351.36
20180125,17,5,501.12
20180125,17,10,507.84
20180125,17,15,482.88
20180125,17,20,517.44
20180125,17,25,519.36
20180125,17,30,504.96
20180125,17,35,511.68
20180125,17,40,445.44
20180125,17,45,379.2
20180125,17,50,512.64
20180125,17,55,507.84
20180125,18,0,504.96
20180125,18,5,515.52
20180125,18,10,402.24
20180125,18,15,334.08
20180125,18,20,489.6
20180125,18,25,478.08
20180125,18,30,482.88
20180125,18,35,510.72
20180125,18,40,514.56
20180125,18,45,502.08
20180125,18,50,508.8
20180125,18,55,402.24
20180125,19,0,384
20180125,19,5,452.16
20180125,19,10,498.24
20180125,19,15,500.16
20180125,19,20,506.88
20180125,19,25,453.12
20180125,19,30,330.24
20180125,19,35,475.2
20180125,19,40,505.92
20180125,19,45,495.36
20180125,19,50,498.24
20180125,19,55,505.92
20180125,20,0,494.4
20180125,20,5,462.72
20180125,20,10,350.4
20180125,20,15,460.8
20180125,20,20,489.6
20180125,20,25,499.2
20180125,20,30,504
20180125,20,35,504.96
20180125,20,40,376.32
20180125,20,45,408.96
20180125,20,50,484.8
20180125,20,55,498.24
20180125,21,0,496.32
20180125,21,5,502.08
20180125,21,10,502.08
20180125,21,15,476.16
20180125,21,20,373.44
20180125,21,25,484.8
20180125,21,30,493.44
20180125,21,35,505.92
20180125,21,40,504
20180125,21,45,501.12
20180125,21,50,342.72
20180125,21,55,400.32
20180125,22,0,467.52
20180125,22,5,501.12
20180125,22,10,494.4
20180125,22,15,502.08
20180125,22,20,498.24
20180125,22,25,431.04
20180125,22,30,404.16
20180125,22,35,466.56
20180125,22,40,503.04
20180125,22,45,499.2
20180125,22,50,504
20180125,22,55,498.24
20180125,23,0,399.36
20180125,23,5,365.76
20180125,23,10,460.8
20180125,23,15,477.12
20180125,23,20,480
20180125,23,25,482.88
20180125,23,30,502.08
20180125,23,35,416.64
20180125,23,40,369.6
20180125,23,45,357.12
20180125,23,50,425.28
20180125,23,55,489.6
20180126,0,0,488.64
20180126,0,5,502.08
20180126,0,10,499.2
20180126,0,15,379.2
20180126,0,20,331.2
20180126,0,25,437.76
20180126,0,30,492.48
20180126,0,35,504.96
20180126,0,40,504.96
20180126,0,45,498.24
20180126,0,50,500.16
20180126,0,55,500.16
20180126,1,0,343.68
20180126,1,5,467.52
20180126,1,10,497.28
20180126,1,15,489.6
20180126,1,20,496.32
20180126,1,25,503.04
20180126,1,30,358.08
20180126,1,35,377.28
20180126,1,40,450.24
20180126,1,45,492.48
20180126,1,50,499.2
20180126,1,55,505.92
20180126,2,0,502.08
20180126,2,5,499.2
20180126,2,10,370.56
20180126,2,15,349.44
20180126,2,20,405.12
20180126,2,25,480
20180126,2,30,483.84
20180126,2,35,502.08
20180126,2,40,458.88
20180126,2,45,338.88
20180126,2,50,332.16
20180126,2,55,467.52
20180126,3,0,496.32
20180126,3,5,502.08
20180126,3,10,474.24
20180126,3,15,502.08
20180126,3,20,502.08
20180126,3,25,500.16
20180126,3,30,488.64
20180126,3,35,342.72
20180126,3,40,415.68
20180126,3,45,483.84
20180126,3,50,492.48
20180126,3,55,503.04
20180126,4,0,436.8
20180126,4,5,332.16
20180126,4,10,322.56
20180126,4,15,390.72
20180126,4,20,479.04
20180126,4,25,500.16
20180126,4,30,487.68
20180126,4,35,495.36
20180126,4,40,506.88
20180126,4,45,500.16
20180126,4,50,490.56
20180126,4,55,357.12
20180126,5,0,346.56
20180126,5,5,403.2
20180126,5,10,473.28
20180126,5,15,498.24
20180126,5,20,485.76
20180126,5,25,337.92
20180126,5,30,348.48
20180126,5,35,489.6
20180126,5,40,500.16
20180126,5,45,491.52
20180126,5,50,480
20180126,5,55,504
20180126,6,0,491.52
20180126,6,5,502.08
20180126,6,10,409.92
20180126,6,15,414.72
20180126,6,20,488.64
20180126,6,25,494.4
20180126,6,30,494.4
20180126,6,35,495.36
20180126,6,40,339.84
20180126,6,45,331.2
20180126,6,50,328.32
20180126,6,55,398.4
20180126,7,0,482.88
20180126,7,5,499.2
20180126,7,10,503.04
20180126,7,15,506.88
20180126,7,20,394.56
20180126,7,25,370.56
20180126,7,30,361.92
20180126,7,35,384
20180126,7,40,447.36
20180126,7,45,489.6
20180126,7,50,521.28
20180126,7,55,519.36
20180126,8,0,391.68
20180126,8,5,355.2
20180126,8,10,364.8
20180126,8,15,437.76
20180126,8,20,355.2
20180126,8,25,453.12
20180126,8,30,509.76
20180126,8,35,512.64
20180126,8,40,518.4
20180126,8,45,456
20180126,8,50,373.44
20180126,8,55,375.36
20180126,9,0,456.96
20180126,9,5,381.12
20180126,9,10,369.6
20180126,9,15,470.4
20180126,9,20,493.44
20180126,9,25,366.72
20180126,9,30,360.96
20180126,9,35,363.84
20180126,9,40,434.88
20180126,9,45,352.32
20180126,9,50,350.4
20180126,9,55,478.08
20180126,10,0,487.68
20180126,10,5,501.12
20180126,10,10,519.36
20180126,10,15,505.92
20180126,10,20,447.36
20180126,10,25,379.2
20180126,10,30,500.16
20180126,10,35,512.64
20180126,10,40,511.68
20180126,10,45,507.84
20180126,10,50,510.72
20180126,10,55,432.96
20180126,11,0,368.64
20180126,11,5,477.12
20180126,11,10,493.44
20180126,11,15,499.2
20180126,11,20,504
20180126,11,25,497.28
20180126,11,30,506.88
20180126,11,35,404.16
20180126,11,40,361.92
20180126,11,45,430.08
20180126,11,50,360.96
20180126,11,55,348.48
20180126,12,0,488.64
20180126,12,5,449.28
20180126,12,10,343.68
20180126,12,15,408
20180126,12,20,338.88
20180126,12,25,366.72
20180126,12,30,498.24
20180126,12,35,494.4
20180126,12,40,504
20180126,12,45,505.92
20180126,12,50,509.76
20180126,12,55,516.48
20180126,13,0,410.88
20180126,13,5,382.08
20180126,13,10,514.56
20180126,13,15,504.96
20180126,13,20,511.68
20180126,13,25,513.6
20180126,13,30,505.92
20180126,13,35,407.04
20180126,13,40,355.2
20180126,13,45,492.48
20180126,13,50,506.88
20180126,13,55,500.16
20180126,14,0,504
20180126,14,5,512.64
20180126,14,10,517.44
20180126,14,15,505.92
20180126,14,20,360.96
20180126,14,25,435.84
20180126,14,30,504
20180126,14,35,509.76
20180126,14,40,527.04
20180126,14,45,507.84
20180126,14,50,431.04
20180126,14,55,360.96
20180126,15,0,340.8
20180126,15,5,463.68
20180126,15,10,504.96
20180126,15,15,483.84
20180126,15,20,497.28
20180126,15,25,504
20180126,15,30,502.08
20180126,15,35,388.8
20180126,15,40,363.84
20180126,15,45,368.64
20180126,15,50,460.8
20180126,15,55,489.6
20180126,16,0,504
20180126,16,5,511.68
20180126,16,10,426.24
20180126,16,15,396.48
20180126,16,20,336.96
20180126,16,25,340.8
20180126,16,30,408.96
20180126,16,35,513.6
20180126,16,40,513.6
20180126,16,45,504.96
20180126,16,50,515.52
20180126,16,55,511.68
20180126,17,0,476.16
20180126,17,5,360.96
20180126,17,10,350.4
20180126,17,15,459.84
20180126,17,20,506.88
20180126,17,25,509.76
20180126,17,30,508.8
20180126,17,35,466.56
20180126,17,40,390.72
20180126,17,45,332.16
20180126,17,50,418.56
20180126,17,55,510.72
20180126,18,0,496.32
20180126,18,5,471.36
20180126,18,10,501.12
20180126,18,15,390.72
20180126,18,20,371.52
20180126,18,25,452.16
20180126,18,30,485.76
20180126,18,35,498.24
20180126,18,40,507.84
20180126,18,45,503.04
20180126,18,50,493.44
20180126,18,55,436.8
20180126,19,0,333.12
20180126,19,5,467.52
20180126,19,10,502.08
20180126,19,15,496.32
